Timestamp,What is your favorite Pokemon?,What is your least favorite Pokemon?,What Main Series Games have you played?,What is your Favorite Main Series Game?,What is your favorite Pokemon Type?,What is your least favorite Type?,What is your favorite Pokemon from Kanto?,Who is your favorite Kanto Gym Leader?,Who is your favorite member of the Kanto Elite Four?,What is your favorite town/city in Kanto?,What is your favorite Pokemon from Johto?,Who is your favorite Johto Gym Leader,Who is your favorite Johto Elite Four,What is your favorite town/city in Johto?,What is your favorite Pokemon from Hoenn?,Who is your favorite gym leader from Hoenn?,Who is your favorite Elite Four member from Hoenn?,Who is your favorite Frontier Brain from Hoenn?,What is your favorite town/city in Hoenn?,Column25,What is your favorite Pokemon from Sinnoh?,Who is your favorite Gym Leader from Sinnoh?,Column28,Who is your favorite Elite Four Member from Sinnoh?,Who is your favorite Frontier Brain from Sinnoh?,What is your favorite town/city in Sinnoh?,What is your favorite Pokemon from Unova?,Who is your favorite Gym Leader from Unova?,Who is your favorite Member of the Elite Four from Unova?,What is your favorite town/city from Unova?,What is your favorite Pokemon from Kalos?,Who is your favorite Gym Leader from Kalos?,Who is your favorite Member of the EIite Four in Kalos?,What is your favorite city/town in Kalos?,What is your favorite Pokemon from Alola?,Who is your favorite Trial Captain from Alola?,What is your favorite town/city in Alola?,WhatisyourfavoriteNormalType?,FightingType?,FlyingType,Poison Type?,Ground Type?,Rock Type?,Bug Type?,Ghost Type?,Steel Type?,Fire Type?,Water Type?,Grass Type?,Electric Type?,Psychic Type?,Ice Type?,Dragon Type?,Dark Type?,Fairy Type?,Kanto Starter?,Johto Starter?,Hoenn Starter?,Sinnoh Starter?,Unova Starter?,Kalos Starter?,Alola Starter?,Fossil,Column1,Eeveelution?,Kanto Elemental Bird Trio,Johto Beasts Trio,Johto Tower Duo,Hoenn Weather Trio,Hoenn Golem Trio,Sinnoh Creation Trio,Sinnoh Lake Guardians,Unova Musketeers,Unova Forces of Nature,Unova Tao Trio,Kalos Aura Trio,Alola Island Guardians,Alola Ultra Beasts,Mythics,Solgaleo or Lunala,Latias or Latios
6/25/2017 14:03:20,Meowth,Stunfisk,"Red, Blue, Yellow, Gold, Silver, Crystal, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, Pearl, Platinum, HeartGold, SoulSilver, Black, Black 2, White 2, X, Y, Omega Ruby, Alpha Sapphire, Sun, Moon",Crystal,Psychic,Ground,Meowth,Sabrina,Lance,Cerulean,Murkrow,Clair,Karen,Ecruteak,Absol,,,,,533,Darkrai,,846,,,,Zorua,,,,Fennekin,,,Shalour,Golisopod,,,Meowth,Hitmonlee,,,,,,,,,,,,,,,,Sylveon,Charmander,Totodile,Torchic,Chimchar,Tepig,Fenniken,Litten,Cover (Tirtouga),363,Sylveon,Articuno,Raikou,Lugia,Groudon,,Giratina,,Keldeo,,Zekrom,Yveltal,,Nihilego,Darkrai,Lunala,
6/25/2017 13:58:29,Slowpoke,Tentacool,"Red, Ruby, Emerald, Fire Red, SoulSilver, X, Omega Ruby, Sun",Omega Ruby,Fire,Ground,Slowpoke,Blaine,Lance,Cinnabar,Chikorita,,,,Blaziken,Wallace,Drake,,Slateport,0,,,248,,,,,,,,Sylveon,Valerie,Malva,Anistar,Litten,Acerola,Po Town,Snorlax,Poliwrath,Altaria,Venusaur,Flygon,Aurorus,Rimbombee,Gengar,Ferrothorn,Charizard,Kingdra,Exeggutor,Ampharos,Alakazam,Lapras,Garchomp,Umbreon,Mimikyu,Charmander,Chikorita,Torchic,Piplup,Snivy,Fenniken,Rowlet,Helix (Omanyte),0,Leafeon,Articuno,Entei,Lugia,Rayquaza,Regice,Giratina,Azelf,Virizion,Tornadus,Zekrom,Xerneas,Tapu Fini,Kartana,Celebi,Solgaleo,Latias
6/25/2017 13:57:19,Aegislash,,"Blue, Emerald, Fire Red, Diamond, Platinum, HeartGold, White, White 2, X, Alpha Sapphire, Sun",White,Steel,,,Blaine,,,Scizor,,,,,,,,Slateport,345,Garchomp,,781,,,,,Cheren,,Nimbasa,Aegislash,,,Camphrier,,Nanu,Malie,,,,,,,,Aegislash,Aegislash,,,,,,,Garchomp,Persian,,Charmander,,,,,Froakie,Rowlet,Claw (Anorith),363,Sylveon,,,,Rayquaza,,,,,,,,,,,,Latios
6/25/2017 13:48:16,Jolteon,,"Red, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, Pearl, Platinum, HeartGold, SoulSilver, Black, White, Black 2, White 2, X, Y, Omega Ruby, Alpha Sapphire, Moon",Platinum,Electric,Steel,Jolteon,Blue,Lance,Vermilion,Murkrow,Clair,Koga,Goldenrod,Sceptile,Wallace,Drake,Brandon,Mauville,65,Torterra,Candice,846,Flint,Palmer,Resort Area,Zoroark,Burgh,Shauntal,Castelia,Greninja,Grant,Siebold,Dendemille,Nihilego,Mallow,Po Town,Porygon-Z,Lucario,Staraptor,Crobat,Nidoqueen,Nihilego,Heracross,Gengar,Scizor,Typhlosion,Milotic,Torterra,Jolteon,Alakazam,Rotom,Dragonite,Honchkrow,Gardevoir,Squirtle,Totodile,Treecko,Turtwig,Oshawott,Froakie,Rowlet,Old Amber (Aerodactyl),507,Jolteon,Articuno,Entei,Lugia,Rayquaza,Regice,Giratina,Azelf,Cobalion,Thundurus,Kyurem,Yveltal,Tapu Fini,Nihilego,Darkrai,Lunala,Latias
6/25/2017 13:43:56,Darkrai,Wobbuffet,"Blue, Yellow, Gold, Silver, Crystal, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, Pearl, Platinum, HeartGold, SoulSilver, Black, White, Black 2, White 2, X, Y, Omega Ruby, Alpha Sapphire, Sun",Crystal,Dark,Bug,Nidoking,Giovanni,Lance,Cerulean,Typhlosion,Morty,Koga,Ecruteak,Cacturne,Tate & Liza,Sidney,Noland,Lilycove,287,Empoleon,Maylene,846,Aaron,Argenta,Pastoria,Snivy,Chili,Grimsley,Nimbasa,Chespin,Korrina,Siebold,Laverre,Oricorio,Mallow,Hau'oli,,Lucario,Farfetch'd,Venomoth,,,,,,Typhlosion,Empoleon,Chespin,,Hoopa,,Garchomp,Darkrai,,Charmander,Cyndaquil,Mudkip,Chimchar,Snivy,Chespin,Litten,Cover (Tirtouga),174,Sylveon,Articuno,Suicune,Lugia,Kyogre,Regice,Giratina,Azelf,Keldeo,Thundurus,Kyurem,Yveltal,Tapu Lele,,Darkrai,Solgaleo,Latias
6/25/2017 13:41:10,Zorua,Jynx,"Yellow, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, Platinum, HeartGold, SoulSilver, White, Black 2, White 2, Y, Omega Ruby, Moon",White,Fire,Fairy,Ninetales,Sabrina,Lance,Vermilion,Quilava,Falkner,Koga,Ecruteak,Absol,Wallace,Sidney,,Fortree,536,Luxray,Fantina,781,Flint,,Eterna,Zorua,Elesa,Grimsley,Nimbasa,Skiddo,Ramos,Wikstrom,Lumiose,Lycanroc,Nanu,Po Town,Silvally,Keldeo,Braviary,Salandit,Camerupt,Lycanroc,Volcarona,Giratina,Lucario,Ninetales,Dewgong,Serperior,Zebstrika,Espeon,Beartic,Latias,Zorua,Mimikyu,Bulbasaur,Cyndaquil,Treecko,Turtwig,Snivy,Froakie,Rowlet,Plume (Archen),267,Umbreon,Moltres,Raikou,Lugia,Rayquaza,Registeel,Giratina,Mesprit,Keldeo,Thundurus,Reshiram,Yveltal,Tapu Bulu,Xurkitree,Keldeo,Lunala,Latias
6/25/2017 13:39:56,Charizard,Aromatisse,"Red, Blue, Yellow, Gold, Fire Red, Diamond, Platinum, HeartGold, Black, Y, Omega Ruby, Sun",Red,Fire,Normal,Charizard,Erika,Lance,Lavender,Scizor,Pryce,Koga,Goldenrod,Sharpedo,Flannery,Phoebe,,Sootopolis,287,Piplup,Crasher Wake,379,Lucian,,Snowpoint,Serperior,Skyla,Shauntal,Opelucid,Tyrantrum,Clemont,Siebold,Camphrier,Incineroar,Acerola,Po Town,Bewear,Incineroar,Charizard,Gengar,Krookodile,Tyrantrum,Scyther,Gengar,Scizor,Charizard,Sharpedo,Bellossom,Zapdos,Lunala,Ninetales,Tyrantrum,Incineroar,Ninetales,Charmander,Cyndaquil,Torchic,Piplup,Snivy,Froakie,Litten,Jaw (Tyrunt),169,Umbreon,Zapdos,Entei,Ho-oh,Groudon,Registeel,Giratina,Azelf,Cobalion,Thundurus,Zekrom,Zygarde,Tapu Fini,Necrozma,Diancie,Lunala,Latias
6/25/2017 13:36:51,Qwilfish,Ratatta,"Blue, Yellow, Gold, Crystal, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Diamond",Leaf Green,Normal,Rock,Tauros,Brock,Agatha,Fuchsia,Qwilfish,,Koga,Goldenrod,Shiftry,Norman,Glacia,Noland,Sootopolis,287,Carnivine,Crasher Wake,781,Lucian,Palmer,Snowpoint,,,,,,,,,,,,PorygonZ,Tyrogue,Fearow,Arbok,Trapinch,Nosepass,Yanmega,Misdreavus,Magniton,Ninetales,Qwilfish,Carnivine,Mareep,Xatu,Piloswine,Dragonair,Houndour,Clefable,Bulbasaur,Totodile,Treecko,Turtwig,,,,Helix (Omanyte),459,Espeon,Zapdos,Entei,Ho-oh,Rayquaza,Registeel,Dialga,,,,,,,,Shaymin,,Latias
6/25/2017 13:36:10,Torterra,Wooper,"Yellow, Sapphire, Emerald, Leaf Green, Diamond, Pearl, Platinum, HeartGold, SoulSilver, White, White 2, Y, Alpha Sapphire, Sun",Platinum,Steel,Normal,Charizard,Lt. Surge,Bruno,Lavender,Steelix,Jasmine,Koga,Ecruteak,Registeel,Flannery,Glacia,Tucker,Sootopolis,536,Torterra,Byron,153,Flint,Thorton,Veilstone,Hydreigon,Skyla,Marshal,Black City/White Forest,Aegislash,Clemont,Wikstrom,Snowbelle,Tapu Koko,Kiawe,Heahea,Arceus,Lucario,Skarmory,Muk,Steelix,Golem,Genesect,Aegislash,Aggron,Charizard,Empoleon,Torterra,Zekrom,Alakazam,Froslass,Palkia,Bisharp,Arceus,Charmander,Totodile,Mudkip,Turtwig,Snivy,Froakie,Rowlet,Armor (Shieldon),197,Glaceon,Articuno,Suicune,Ho-oh,Kyogre,Registeel,Palkia,Azelf,Terrakion,Thundurus,Zekrom,Yveltal,Tapu Koko,Guzzlord,Arceus,Solgaleo,Latios
6/25/2017 13:34:31,Zapdos,Murkrow,"Red, Blue, Yellow, Gold, Crystal, Ruby, Fire Red, Leaf Green",Ruby,Fire,Dark,Zapdos,Blaine,Bruno,Pewter,,,,,,,,,,223,,,257,,,,,,,,,,,,,,,Rattata,Hitmonlee,Pidgeot,Arbok,Diglett,Golem,Butterfree,Gengar,Steelix,Charizard,Blastoise,Bulbasaur,Zapdos,Hypno,Seel,Dragonair,,Cefairy,Squirtle,Cyndaquil,Torchic,,,,,Dome (Kabuto),507,Jolteon,Zapdos,,Ho-oh,,,,,,,,,,,,,
6/25/2017 13:31:52,Arcanine,Unfezant,"Red, Blue, Yellow, Gold, Silver, Crystal, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Platinum, HeartGold, Black, Black 2, White 2, Y, Alpha Sapphire, Moon",Black 2,Dark,Fairy,Arcanine,Koga,Lance,Saffron,Houndoom,Clair,Koga,Cianwood,Metagross,Norman,Drake,Spenser,Fortree,424,Honchkrow,Crasher Wake,0,Flint,Dahlia,Snowpoint,Volcarona,Elesa,Grimsley,Driftveil,Greninja,Wulfric,Drasna,Laverre,Golisopod,Nanu,Po Town,Ursaring,Blaziken,Charizard,Muk,Nidoking,Aggron,Golisopod,Sableye,Lucario,Arcanine,Greninja,Venusaur,Zapdos,Slowbro,Weavile,Garchomp,Honchkrow,Mawile,Charmander,Cyndaquil,Torchic,Chimchar,,Froakie,Rowlet,Jaw (Tyrunt),356,Umbreon,Zapdos,Entei,Ho-oh,Groudon,Registeel,Giratina,Azelf,Terrakion,Thundurus,Zekrom,Zygarde,Tapu Bulu,Xurkitree,Deoxys,Solgaleo,Latios
6/25/2017 13:25:41,Charizard,Staryu,"Red, Silver, Ruby, Emerald, Fire Red, Leaf Green, Pearl, Platinum, SoulSilver, X, Omega Ruby, Moon",Moon,Fire,Fairy,Charizard,Lt. Surge,Agatha,Pallet,Dunsparce,,,Goldenrod,Salamence,Wallace,,,,345,,,277,,,,,,,,,,,,Decidueye,,,,,,,,,,,,,,,,,,,,,Charmander,Cyndaquil,Mudkip,Turtwig,Snivy,Froakie,Rowlet,Helix (Omanyte),363,Leafeon,Zapdos,Suicune,Lugia,Rayquaza,,,,,,,,,,,,
6/25/2017 13:19:00,Dragonite,,"Green, Blue, Gold, Crystal, Ruby, Emerald, Leaf Green, Diamond, Platinum, HeartGold, White, White 2, X, Omega Ruby",White 2,Psychic,Fairy,Dragonite,Blue,Lorelei,Saffron,Tyranitar,Clair,Koga,Goldenrod,Flygon,Wallace,Phoebe,,Slateport,374,Garchomp,Crasher Wake,846,,Palmer,Jubilife,Zekrom,Drayden,Caitlin,Aspertia,,,,,Buzzwole,,,Girafarig,Arceuswithplate,Dragonite,Arceus,Garchomp,Arceus,,,,,,,,,,,,,Bulbasaur,Chikorita,Mudkip,Turtwig,Oshawott,Froakie,,Old Amber (Aerodactyl),267,Espeon,Zapdos,Raikou,Ho-oh,Rayquaza,,,,Keldeo,,Zekrom,,,Buzzwole,Arceus,Cosmoem,Latias
6/25/2017 13:18:55,Kingdra,Zubat,"Blue, Yellow, Gold, Ruby, Sapphire, Leaf Green, Diamond, Platinum, SoulSilver, Alpha Sapphire",Gold,Water,Normal,Gengar,Misty,Lance,Cerulean,Kingdra,Morty,Will,Ecruteak,Swampert,Wallace,Sidney,Brandon,Sootopolis,424,Lucario,Byron,248,Lucian,,Veilstone,,,,,,,,,,,,Snorlax,Machamp,Staraptor,Crobat,Swampert,Rhyperior,Scizor,Gengar,Aggron,Magmortar,Kingdra,Sceptile,Electivire,Alakazam,Walrein,Salamence,Absol,Gardevoir,Squirtle,Cyndaquil,Mudkip,Chimchar,Oshawott,Froakie,Rowlet,Cover (Tirtouga),363,Umbreon,Articuno,Entei,Ho-oh,Kyogre,Regirock,Dialga,Mesprit,Keldeo,Thundurus,Zekrom,,,Pheromosa,Deoxys,Solgaleo,Latios
6/25/2017 13:18:22,Pikachu,,"Red, Yellow, Crystal, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, Platinum, HeartGold, SoulSilver, White, Black 2, X, Y, Omega Ruby, Sun, Moon",Sun,Electric,,Pikachu,Blue,Lance,Celadon,Umbreon,Jasmine,Koga,Ecruteak,Latios,Norman,Drake,Anabel,Mauville,78,Lucario,Volkner,277,Flint,Palmer,Resort Area,Zekrom,Cheren,Grimsley,Opelucid,Greninja,Korrina,Siebold,Lumiose,Solgaleo,Lana,Hau'oli,Eevee,Lucario,Staraptor,Venusaur,Groudon,Tyranitar,Scyther,Gengar,Aggron,Charizard,Greninja,Sceptile,Pikachu,Mewtwo,Kyurem,Latios,Zoroark,Xerneas,Charmander,Cyndaquil,Treecko,Chimchar,Oshawott,Froakie,Rowlet,Old Amber (Aerodactyl),356,Umbreon,Zapdos,Raikou,Lugia,Rayquaza,Regice,Dialga,Azelf,Keldeo,Landorus,Zekrom,Yveltal,Tapu Koko,Kartana,Victini,Solgaleo,Latios
6/25/2017 13:18:22,,,,,,Psychic,Muk,Blue,Lorelei,Fuchsia,Typhlosion,Jasmine,Karen,Olivine,Linoone,Flannery,Drake,Anabel,Fortree,0,Torterra,Fantina,0,Bertha,Palmer,Canalave,Sigilyph,Drayden,Shauntal,Anville,Noivern,Wulfric,Wikstrom,Snowbelle,Decidueye,Acerola,Malie,Linoone,Kommo-o,Noivern,Muk,Mudsdale,Lycanroc,Golisopod,Mimikyu,Lairon,Infernape,Phione,Decidueye,Raikou,Sigilyph,Froslass,Haxorus,Krookodile,Gardevoir,Bulbasaur,Cyndaquil,Treecko,Turtwig,Tepig,Chespin,Rowlet,Jaw (Tyrunt),459,Espeon,Zapdos,Raikou,Lugia,Rayquaza,Registeel,Dialga,Uxie,Virizion,Thundurus,Kyurem,Xerneas,Tapu Bulu,Nihilego,Marshadow,Solgaleo,Latias
6/25/2017 13:17:44,victini,cresselia,"Sapphire, Emerald, Leaf Green, Pearl, HeartGold, Black, White 2, X, Alpha Sapphire, Sun",HeartGold,Fire,Ground,Pidgeot,Blaine,Agatha,Viridian,Typhlosion,Jasmine,Koga,Goldenrod,Grovyle,Wallace,Drake,Spenser,Sootopolis,78,Palkia,Roark,781,Flint,Dahlia,Twinleaf,Victini,Drayden,Caitlin,Black City/White Forest,Aegislash,Clemont,Malva,Geosenge,Golisopod,Nanu,Tapu Village,Delcatty,Lucario,Pidgeot,Salazzle,Steelix,Aggron,Golisopod,Aegislash,Metagross,Victini,Palkia,Ludicolo,Vikavolt,Latias,Cloyster,Hydreigon,Tyranitar,Ribombee,Bulbasaur,Cyndaquil,Treecko,Turtwig,Tepig,Froakie,Rowlet,Skull (Cranidos),615,Umbreon,Articuno,Raikou,Lugia,Kyogre,Regirock,Palkia,Mesprit,Terrakion,Tornadus,Reshiram,Xerneas,Tapu Lele,Kartana,Victini,Solgaleo,Latias
6/25/2017 13:15:55,Reuniclus,Luvdisc,"Blue, Gold, Ruby, Sapphire, Leaf Green, Diamond, HeartGold, Black, X, Sun",Ruby,Dark,Bug,Arcanine,Blaine,Lorelei,Saffron,Furret,Jasmine,Karen,Mahogany,Blaziken,Tate & Liza,Phoebe,Anabel,Fortree,424,Garchomp,Candice,846,Bertha,Palmer,Sunyshore,Reuniclus,Marlon,Grimsley,Humilau,Aegislash,Olympia,Malva,Lumiose,Golisopod,Nanu,Seafolk,Furret,Blaziken,Gliscor,Scolipede,Garchomp,Tyranitar,Scolipede,Froslass,Scizor,Blaziken,Milotic,Shiftry,Raikou,Reuniclus,Glaceon,Garchomp,Weavile,Togekiss,Squirtle,Totodile,Torchic,Chimchar,Oshawott,Froakie,Rowlet,Root (Lileep),363,Glaceon,Articuno,Raikou,Ho-oh,Groudon,Regice,Giratina,Mesprit,Virizion,Thundurus,Kyurem,Xerneas,Tapu Koko,Buzzwole,Hoopa,Solgaleo,Latios
6/25/2017 13:15:37,Oddish,Landorus,"Red, Yellow, Silver, Crystal, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Pearl, Platinum, SoulSilver, Black, White, Black 2, White 2, X, Omega Ruby, Alpha Sapphire, Sun",SoulSilver,Water,Fighting,Oddish,Blaine,Lorelei,Saffron,Wooper,Clair,Koga,Ecruteak,Metagross,Norman,Drake,Anabel,Lilycove,223,Empoleon,Volkner,257,Lucian,Palmer,Hearthome,Lampent,Skyla,Grimsley,Humilau,Goomy,Clemont,Drasna,Snowbelle,Mimikyu,Mina,Po Town,Snorlax,Mankey,Scyther,Muk,Phanpy,Tyranitar,Scizor,Gengar,Empoleon,Charmeleon,Wooper,Oddish,Magnemite,Alakazam,Lapras,Goomy,Krookodile,Mimikyu,Charmander,Cyndaquil,Torchic,Piplup,Tepig,Froakie,Rowlet,Dome (Kabuto),459,Jolteon,Zapdos,Suicune,Lugia,Kyogre,Regice,Giratina,Azelf,Terrakion,,Kyurem,,Tapu Koko,Necrozma,Deoxys,Lunala,Latios
6/25/2017 13:05:52,Kingdra,Conkeldurr,"Yellow, Silver, Crystal, Ruby, Sapphire, Emerald, Fire Red, Diamond, Pearl, Platinum, HeartGold, White, Black 2, X, Alpha Sapphire, Sun, Moon",HeartGold,Ghost,Rock,Arcanine,Koga,Lance,Pallet,Kingdra,Whitney,Koga,Ecruteak,Flygon,Flannery,Phoebe,,Fortree,533,Lucario,Crasher Wake,846,,,Snowpoint,Reuniclus,Cheren,,Virbank,Aegislash,,,,Silvally,Kiawe,Iki,Snorlax,Lucario,Crobat,Crobat,Flygon,Gigalith,Scizor,Duskull,Lucario,Arcanine,Kingdra,Sceptile,Zapdos,Reuniclus,nintales,Kingdra,Houndoom,Clefable,Bulbasaur,Chikorita,Treecko,Piplup,Snivy,Froakie,Rowlet,Old Amber (Aerodactyl),615,Glaceon,Zapdos,Suicune,Ho-oh,Rayquaza,Registeel,Giratina,Mesprit,,,,Zygarde,Tapu Koko,Necrozma,Jirachi,Cosmog,
6/25/2017 13:05:49,Dragonite,Miltank,"Red, Yellow, Gold, Silver, Crystal, Ruby, Diamond, Pearl, HeartGold, SoulSilver, Black 2, Y, Alpha Sapphire, Sun",HeartGold,Dragon,Normal,Dragonite,Misty,Lance,Cerulean,Typhlosion,Pryce,Koga,Goldenrod,Swampert,Tate & Liza,Drake,Anabel,Pacifidlog,536,Garchomp,Crasher Wake,257,Lucian,Palmer,Snowpoint,Oshawott,,Marshal,Icirrus,Greninja,Wulfric,Drasna,Lumiose,Decidueye,Olivia,Seafolk,Snorlax,Hitmonchan,Talonflame,Salazzle,Donphan,Tyranitar,Scizor,Gengar,Metagross,Typhlosion,Squirtle,Sceptile,Raichu,Mew,nintales,Dragonite,Darkrai,Togetic,Squirtle,Cyndaquil,Mudkip,Chimchar,Oshawott,Froakie,Rowlet,Cover (Tirtouga),169,Umbreon,Articuno,Suicune,Lugia,Kyogre,Regice,Palkia,Azelf,Keldeo,Tornadus,Kyurem,Xerneas,Tapu Koko,Nihilego,Darkrai,Cosmog,Latios
6/25/2017 12:59:31,Vaporeon,,"Yellow, Gold, Silver, Crystal, Sapphire, Emerald, Leaf Green, Diamond, Platinum, HeartGold, SoulSilver, Black, White, Black 2, X, Y, Omega Ruby, Alpha Sapphire, Sun, Moon",SoulSilver,Dragon,Rock,Vaporeon,Blue,Lance,Lavender,Ampharos,Whitney,,,Flygon,,Drake,,Fortree,374,Luxray,,150,,,,Whimsicott,,,Black City/White Forest,Sylveon,,,,Araquanid,Acerola,Po Town,,,,,,,Ledian,Litwick,,Cyndaquil,Vaporeon,Chikorita,Raichu,Alakazam,,Altaria,,Sylveon,Charmander,Totodile,Mudkip,Turtwig,Oshawott,Froakie,Rowlet,Claw (Anorith),227,Vaporeon,,Entei,Lugia,Rayquaza,,Giratina,,Keldeo,,,Xerneas,Tapu Koko,Xurkitree,Jirachi,Lunala,Latios
6/25/2017 12:59:13,wooper,ursaring,"Yellow, Silver, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, Pearl, Platinum, HeartGold, Black, White, Black 2, White 2, Y, Alpha Sapphire, Moon",Silver,Bug,Fire,Gengar,Janine,Agatha,Fuchsia,Smeargle,Whitney,Koga,Violet,Ludicolo,Tate & Liza,Phoebe,Spenser,Lilycove,0,Croagunk,Fantina,0,Flint,Dahlia,Pastoria,Accelgor,Iris,Grimsley,Lacunosa,Klefki,Clemont,Malva,Cyllage,Nihilego,Mina,Po Town,dunsparce,bewear,jumpluff,Weezing,Flygon,shuckle,shedinja,sableye,jirachi,magcargo,politoed,whimsicott,lanturn,chimecho,smoochum,Ampharos,murkrow,aromatisse,Squirtle,Cyndaquil,,Piplup,,Froakie,Popplio,Dome (Kabuto),0,Umbreon,Articuno,Entei,Lugia,Groudon,Registeel,Giratina,Uxie,Keldeo,,Kyurem,Xerneas,Tapu Fini,Nihilego,Jirachi,Lunala,Latias
6/25/2017 12:53:59,Metagross,Klefki,"Red, Blue, Yellow, Silver, Crystal, Ruby, Emerald, Fire Red, Leaf Green, Diamond, Pearl, Platinum, SoulSilver, Black, White, White 2, X, Y, Omega Ruby, Alpha Sapphire, Sun, Moon",Omega Ruby,Steel,Fairy,Mew,Blaine,Lance,Cerulean,Umbreon,Pryce,Koga,Olivine,Metagross,Flannery,Sidney,Lucy,Lilycove,345,Pachirisu,Crasher Wake,781,Flint,Dahlia,Hearthome,Serperior,Marlon,Grimsley,Black City/White Forest,Yveltal,Wulfric,Wikstrom,Kiloude,Solgaleo,Nanu,Po Town,Toucannon,Breloom,Yveltal,Salandit,Groudon,Lycanroc,Golisopod,Decidueye,Metagross,Camerupt,Swampert,Serperior,Pachirisu,Solgaleo,Sandslash,Latias,Greninja,Mimikyu,Charmander,Totodile,Mudkip,Turtwig,Snivy,Froakie,Rowlet,Cover (Tirtouga),507,Umbreon,Moltres,Entei,Lugia,Groudon,Registeel,Dialga,Mesprit,Virizion,,Zekrom,Yveltal,Tapu Koko,,Marshadow,Solgaleo,Latias
6/25/2017 12:52:08,Volcarona,Tyrogue,"Leaf Green, Diamond, Platinum, SoulSilver, Black, Black 2, Y, Omega Ruby, Sun, Moon",Diamond,Bug,,Articuno,Lt. Surge,Lance,Lavender,Houndoom,Bugsy,Koga,Goldenrod,Registeel,Tate & Liza,Phoebe,Anabel,Ever Grande,34,Dialga,Byron,150,Aaron,Thorton,Oreburg,Volcarona,Drayden,Grimsley,Black City/White Forest,Trevenant,Olympia,Malva,Anistar,Vikavolt,Acerola,Po Town,Arceus,Machamp,Yanmega,Scolipede,Golurk,Lycanroc,Volcarona,Trevenant,Dialga,Volcarona,Clawitzer,Decidueye,Galvantula,Espeon,Glalie,Druddigon,Houndoom,TapuBulu,Squirtle,Chikorita,Treecko,Piplup,Snivy,Froakie,Rowlet,Plume (Archen),363,Espeon,Articuno,Entei,Lugia,Groudon,Registeel,Dialga,Azelf,Terrakion,Tornadus,Reshiram,Yveltal,Tapu Bulu,Buzzwole,Arceus,Solgaleo,Latios
6/25/2017 12:51:31,Tangrowth,Magikarp,"Blue, Gold, Silver, Pearl, Platinum, HeartGold, SoulSilver, Black, White 2, Y, Omega Ruby, Alpha Sapphire, Moon",Platinum,Steel,Fire,Parasect,Sabrina,Agatha,Fuchsia,Xatu,Jasmine,Will,Goldenrod,Regice,Tate & Liza,Glacia,Noland,Lilycove,345,Tangrowth,Gardenia,846,Lucian,Thorton,Celestic,Whimsicott,Roxie,Shauntal,Castelia,Aromatisse,Ramos,Drasna,Couriway,Tapu Lele,Kahili,Heahea,Persian,Hariyama,Swanna,Muk,Nidoqueen,Golem,Vespiquen,Mismagius,Steelix,Flareon,Cloyster,Tangrowth,Electivire,Kadabra,Froslass,Haxorus,Zoroark,Aromotisse,Squirtle,Totodile,Mudkip,Piplup,Oshawott,Fenniken,Popplio,Claw (Anorith),459,Glaceon,Zapdos,Raikou,Ho-oh,Groudon,Regice,Palkia,Uxie,Virizion,Tornadus,Reshiram,Yveltal,Tapu Lele,Nihilego,Jirachi,Lunala,Latias
6/25/2017 12:29:49,Solrock,Trubbish,"Crystal, Ruby, Emerald, Leaf Green, Diamond, Pearl, SoulSilver, Black 2, Y, Omega Ruby, Sun, Moon",Emerald,Water,Bug,Lapras,Giovanni,Lance,Saffron,Porygon2,Jasmine,Bruno,Goldenrod,Solrock,Tate & Liza,Drake,Brandon,Lilycove,0,Manaphy,Crasher Wake,0,Flint,Thorton,Snowpoint,Archeops,,Caitlin,Black City/White Forest,Greninja,Olympia,Wikstrom,Anistar,Rowlet,Mina,Po Town,PolygornZ,None,Togekiss,Arbok,Swampert,,,Gengar,Steelix,Groudon,Empoleon,None,Ampharos,Alakazam,Lapras,Dragonite,Darkrai,,Squirtle,Cyndaquil,Mudkip,Piplup,Tepig,Froakie,Rowlet,Root (Lileep),0,Jolteon,Articuno,Suicune,Lugia,Groudon,Regice,Giratina,Mesprit,Keldeo,Landorus,Kyurem,Yveltal,Tapu Koko,Kartana,Mew,Solgaleo,Latias
